Processo,Classe/Assunto,Relator(a),Comarca,Órgão julgador,Data do julgamento,Data de publicação,Ementa;;;;;;;;;;;;;;;;;;;;;;
"0803807-58.2019.8.12.0021,Apelação Cível / Efeitos da Condenação,Des. João Maria Lós,Três Lagoas,1ª Câmara Cível,2021-07-26,2021-07-28,""Ementa: AÇÃO DE INDENIZAÇÃO POR DANOS MORAIS E MATERIAIS DECORRENTE DE DANO AMBIENTAL – PRELIMINAR DE ILEGITIMIDADE PASSIVA DA RÉ RIO PARNÁ ENERGIA S/A – MANIFESTA CONCORDÂNCIA DAS PARTES – ACOLHIDA – MÉRITO RECURSAL – ATIVIDADE PESQUEIRA – DANO AMBIENTAL – FALTA DE ENERGIA ELÉTRICA – MORTE DE PEIXES – PRESCRIÇÃO – TERMO INICIAL - CIÊNCIA DO DANO E SEU RESPONSÁVEL - AJUIZAMENTO DE AÇÃO CIVIL PÚBLICA – INTERRUPÇÃO DO PRAZO – SENTENÇA ANULADA – RECURSO CONHECIDO E PROVIDO. No caso, a ré RIO PARANÁ ENERGIA S/A deve ser excluída do polo passivo da presente demanda, tendo em vista que não era gestora da Usina Hidrelétrica Engenheiro Souza Dias no período da ocorrência dos fatos em questão. Assim, diante do exposto nos autos e levando em consideração que a parte autora concorda com a devida exclusão da recorrida Rio Paraná Energia S.A (RPESA) do polo passivo da ação, esta é medida que se impõe. Segundo entendimento da Corte Superior, em questões envolvendo dano ambiental individual, a data inicial do período prescritivo é a data da efetiva ciência do dano ambiental sofrido pelo particular. No caso, embora a pretensão indenizatória tenha o prazo prescricional de três anos (art. 206, § 3º, V, CC) e a ação tenha sido ajuizada somente em 2019, entendo que a pretensão do autor não está prescrita, tendo em vista este só teve ciência inequívoca do ato ilícito e do fato lesivo em 2018, quando na Ação Civil Pública n. 0003954-98.2011.8.12.0021, promovida pelo Ministério Público Estadual em face da Companhia Energética de São Paulo CESP foi realizada acordo entre as partes. Na pendência da ação coletiva, não flui o prazo prescricional para a pretensão individual, ficando a pretensão do autor interrompida.""";;;;;;;;;;;;;;;;;;;;;;
"0800067-77.2019.8.12.0026,Apelação Cível / Perdas e Danos,Des. Amaury da Silva Kuklinski,Bataguassu,3ª Câmara Cível,2021-07-19,2021-07-21,""Ementa: APELAÇÃO CÍVEL – AÇÃO DE INDENIZAÇÃO POR DANOS MATERIAIS E MORAIS DECORRENTES DE DANOS AMBIENTAIS – EXTINÇÃO DO PROCESSO COM RESOLUÇÃO DE MÉRITO PELO RECONHECIMENTO DA PRESCRIÇÃO – CERCEAMENTO DE DEFESA AFASTADO – IMPRESCRITIBILIDADE DO DANO AMBIENTAL NÃO APLICÁVEL AOS REFLEXOS PATRIMONIAIS DE NATUREZA INDIVIDUAL – FALTA DE ENERGIA – FECHAMENTO DAS COMPORTAS DA HIDRELÉTRICA – MORTANDADE DE TONELADAS DE PEIXES – FATO OCORRIDO EM 10/11/2009 – PRETENSÃO INDENIZATÓRIA INDIVIDUAL – CONTAGEM DO PRAZO PRESCRICIONAL – EVENTO DANOSO – AINDA QUE SE ENTENDA QUE O TERMO A QUO SEJA A DATA DO LAUDO PRODUZIDO EM AÇÃO DISTINTA (AÇÃO CIVIL PÚBLICA), A AÇÃO INDIVIDUAL FOI AJUIZADA APÓS O TRANSCURSO DO PRAZO PRESCRICIONAL DE 03 (TRÊS) ANOS PREVISTO NO ART. 206, § 3º, V, DO CÓDIGO CIVIL – SENTENÇA MANTIDA – RECURSO CONHECIDO E DESPROVIDO.""";;;;;;;;;;;;;;;;;;;;;;
"1412169-29.2020.8.12.0000,Embargos de Declaração Cível / Ambiental,Des. Fernando Mauro Moreira Marinho,Bonito,2ª Câmara Cível,2021-07-16,2021-07-20,""Ementa: EMBARGOS DE DECLARAÇÃO – AÇÃO CIVIL PÚBLICA AMBIENTA – OMISSÃO – ALEGADA IMPOSSIBILIDADE DE INVERSÃO DO ÔNUS DA PROVA – SÚMULA 618 DO STJ – APLICAÇÃO ÀS AÇÕES QUE VERSEM SOBRE DEGRADAÇÃO AMBIENTAL – EMBARGOS ACOLHIDOS, SEM EFEITOS INFRINGENTES. 1, Constatada a omissão quanto a tema abordado no recurso e sobre o qual não houve manifestação da Corte, deve o vício ser sanado por meio dos aclaratórios. 2, Conforme a Súmula 618 do STJ, é aplicada a inversão do ônus da prova nas ações que versem sobre degradação ambiental. 3. Tal se dá pelo fato de que não se pode imputar à sociedade o ônus de provar que determinada atividade causa riscos de danos e é potencialmente danosa, mas sim àquele que eventualmente está causando o dano, que pode afetar toda a coletividade. Isso decorre ainda da responsabilidade objetiva que norteia as ações ambientais.""";;;;;;;;;;;;;;;;;;;;;;
"0900070-90.2018.8.12.0053,Embargos de Declaração Cível / Área de Preservação Permanente,Des. Claudionor Miguel Abss Duarte,Dois Irmãos do Buriti,3ª Câmara Cível,2021-07-15,2021-07-19,""Ementa: EMBARGOS DE DECLARAÇÃO EM APELAÇÃO CÍVEL – ACÓRDÃO EMBARGADO QUE, COM FUNDAMENTO EM CERCEAMENTO DE DEFESA, ANULOU SENTENÇA PROFERIDA EM AÇÃO CIVIL PÚBLICA MOVIDA PELO MINISTÉRIO PÚBLICO ESTADUAL CUJA CAUSA DE PEDIR REPOUSA EM DANO AMBIENTAL SUPOSTAMENTE PRATICADO PELO EMBARGANTE –ALEGAÇÃO DE SUPOSTA DIVERGÊNCIA JURISPRUDENCIAL QUE NÃO AUTORIZA O MANEJO DOS EMBARGOS DE DECLARAÇÃO – PRETENSÃO REDISCUSSÃO DOS MOTIVOS QUE LEVARAM O COLEGIADO A CONCLUIR PELA NECESSIDADE DE REABERTURA DA INSTRUÇÃO PROCESSUAL –RECURSO A QUE SE NEGA PROVIMENTO. I- A existência de divergência jurisprudencial, caso realmente ocorrida e demonstrada na forma da lei, autoriza o manejo de recurso especial e não embargos de declaração. II- Não há falar em presença dos vícios elencados nos incisos do artigo 1022 do Código de Processo Civil, quando se verifica que o colegiado abordou, de forma rigorosa, a matéria controvertida, concluindo pela necessidade de reabertura da instrução processual, com a realização de perícia judicial e inversão do ônus da prova, peculiaridades que demonstram que, na verdade, a pretensão vinculado nos embargos não passa de simples rediscussão de provimento judicial que foi desfavorável ao embargante..""";;;;;;;;;;;;;;;;;;;;;;
0802041-86.2018.8.12.0026,Apelação Cível / Perdas e Danos,Des. Amaury da Silva Kuklinski,Bataguassu,3ª Câmara Cível,2021-07-15,2021-07-19,Ementa: APELAÇÃO CÍVEL – AÇÃO DE INDENIZAÇÃO POR DANOS MATERIAIS E MORAIS DECORRENTES DE DANOS AMBIENTAIS – EXTINÇÃO DO PROCESSO COM RESOLUÇÃO DE MÉRITO PELO RECONHECIMENTO DA PRESCRIÇÃO – IMPRESCRITIBILIDADE DO DANO AMBIENTAL NÃO APLICÁVEL AOS REFLEXOS PATRIMONIAIS DE NATUREZA INDIVIDUAL – FALTA DE ENERGIA – FECHAMENTO DAS COMPORTAS DA HIDRELÉTRICA – MORTANDADE DE TONELADAS DE PEIXES – FATO OCORRIDO EM 10/11/2009 – PRETENSÃO INDENIZATÓRIA INDIVIDUAL – CONTAGEM DO PRAZO PRESCRICIONAL – EVENTO DANOSO – ART. 189 DO CÓDIGO CIVIL – AUSÊNCIA DE INTERRUPÇÃO DO PRAZO PRESCRICIONAL PARA AJUIZAMENTO DE AÇÃO INDIVIDUAL EM RAZÃO DO AJUIZAMENTO DE AÇÃO COLETIVA – NECESSIDADE DE SIMILITUDE ENTRE AS PRETENSÕES DE AMBAS AS AÇÕES – SENTENÇA MANTIDA – RECURSO CONHECIDO E DESPROVIDO.;;;;;;;;;;;;;;;;;;;;;;
"1404952-95.2021.8.12.0000,Mandado de Segurança Criminal / Transação,Des. Luiz Gonzaga Mendes Marques,Corumbá,2ª Seção Criminal,2021-07-15,2021-07-19,""Ementa: MANDADO DE SEGURANÇA – CRIME AMBIENTAL – PESSOA JURÍDICA - CONDIÇÕES DA SUSPENSÃO CONDICIONAL DO PROCESSO – COMPARECIMENTO BIMESTRAL EM JUÍZO PARA COMPROVAR ENDEREÇO E OCUPAÇÃO LÍCITA – INCOMPATÍVEL COM A NATUREZA DA PESSOA JURÍDICA - APLICÁVEL SOMENTE AO CORRÉU PESSOA FÍSICA - SEGURANÇA CONCEDIDA. Da ata da audiência em que o Ministério Público fez a proposta de suspensão condicional do processo, verifica-se que a condição estabelecida para a pessoa jurídica foi a de prestação pecuniária. Tanto pela redação constante na referida ata da audiência quanto pela natureza das demais condições (comparecimento em juízo"; proibição de portar arma; proibição de mudar sem informar o juízo; proibição de apresentar-se embriagado em locais públicos;" e proibição de frequentar determinados lugares), conclui-se que se referem ao corréu pessoa física, são eminentemente pessoais, não sendo possível a pessoa jurídica cumpri-las """"pessoalmente"""". Com o parecer, segurança concedida.""";;;;;;;;;;;;;;;;;;
"1413760-26.2020.8.12.0000,Embargos de Declaração Cível / Dano Ambiental,Des. Eduardo Machado Rocha,Corumbá,2ª Câmara Cível,2021-07-14,2021-07-16,""Ementa: EMBARGOS DE DECLARAÇÃO EM AGRAVO DE INSTRUMENTO – ALEGAÇÃO DE OMISSÃO E OBSCURIDADE – REQUERIDOS QUE NÃO ERAM PROPRIETÁRIOS DA ÁREA NO PERÍODO DE APURAÇÃO DO DESMATAMENTO - IRRELEVÂNCIA – EMBARGOS ACOLHIDOS PARA SANAR OMISSÃO, SEM ATRIBUIÇÃO DOS EFEITOS INFRINGENTES. Constatada uma omissão, devem ser acolhidos os embargos declaratórios, sanando o vício apontado, mas sem alteração do julgado. Se a obrigação de reparação do dano ambiental acompanha o bem (obrigação propter rem), conclui-se que é dos proprietários o ônus da prova quanto a eventuais prejuízos causados ao meio ambiente, ainda que tais danos tenham sido provocados antes da aquisição do imóvel. A atuação do Ministério Público em defesa do meio ambiente, ou seja, na proteção à coletividade, impõe que seja imputado ao acusado o ônus de comprovar que não promoveu um ilícito ambiental.""";;;;;;;;;;;;;;;;;;;;;;
"0808065-50.2014.8.12.0001,Apelação / Remessa Necessária / Recursos Hídricos,Des. Nélio Stábile,Campo Grande,2ª Câmara Cível,2021-07-14,2021-07-16,""Ementa: REEXAME NECESSÁRIO E APELAÇÃO CÍVEL – AÇÃO CIVIL PÚBLICA – DIREITO AMBIENTAL – AÇÃO MOVIDA PELO MINISTÉRIO PÚBLICO PARA COMPELIR O ESTADO DE MATO GROSSO DO SUL E O IMASUL A IMPLEMENTAR POLÍTICA PÚBLICA DE OUTORGA E COBRANÇA POR USO, POR PARTICULARES, DE ÁGUA NO ÂMBITO DO TERRITÓRIO ESTADUAL – AÇÃO JULGADA PARCIALMENTE PROCEDENTE, PARA O FIM DE DETERMINAR AOS ENTES PÚBLICOS QUE PROMOVAM A COBRANÇA PELO USO DE ÁGUA, NO PRAZO DEFINIDO EM SENTENÇA – MÉRITO – CONSTATAÇÃO DE QUE O ESTADO ESTÁ PROMOVENDO A ELABORAÇÃO DE ATOS ADMINISTRATIVOS E IMPLANTANDO ESTRUTURA (COMITÊS DE BACIAS HIDROGRÁFICAS) COM O INTUITO DE IMPLEMENTAR A COBRANÇA PELO USO DA ÁGUA, POR PARTICULARES, EM PRAZO RAZOÁVEL – AUSÊNCIA DE OMISSÃO DO PODER PÚBLICO – INDEVIDA INGERÊNCIA DO PODER JUDICIÁRIO NO ÂMBITO DO PODER EXECUTIVO – AINDA QUE SEJA CABÍVEL QUE O PODER JURISDICIONAL DETERMINE AOS DEMAIS PODERES A IMPLEMENTAÇÃO DO DISPOSTO NA CONSTITUIÇÃO E NAS LEIS, POR MEIO DE SENTENÇA EM AÇÃO CIVIL PÚBLICA, TAL HIPÓTESE SÓ PODE SER LEGITIMAMENTE UTILIZADA NO CASO DE VIOLAÇÃO OU OMISSÃO RELATIVOS A DIREITOS DIFUSOS E COLETIVOS, O QUE NÃO SE COMPROVA NO BOJO DO PROCESSO – APLICAÇÃO DO PRINCÍPIO CONSTITUCIONAL DA SEPARAÇÃO DOS PODERES – SENTENÇA REFORMADA PARA JULGAR INTEGRALMENTE IMPROCEDENTE O PEDIDO INICIAL – REEXAME NECESSÁRIO E RECURSO DE APELAÇÃO CONHECIDOS E PROVIDOS.""";;;;;;;;;;;;;;;;;;;;;;
"0001944-39.2014.8.12.0001,Apelação Criminal / Desclassificação,Juiz Waldir Marques,Campo Grande,2ª Câmara Criminal,2021-07-08,2021-07-12,""Ementa: E M E N T A – APELAÇÃO CRIMINAL MINISTERIAL E DEFENSIVA – CRIME AMBIENTAL – ART. 68, DA LEI Nº 9.605/98 (FATOS DELITIVOS DESCRITOS NO ITEM 1 DA DENÚNCIA) – CONDUTA QUE SE AMOLDA NO ART. 60 DA LEI Nº 9.605/98 – DESCLASSIFICAÇÃO OPERADA NA SENTENÇA DE PRIMEIRO GRAU – MANUTENÇÃO – PLEITO CONDENATÓRIO PELO CRIME PREVISTO NO ART. 68, DA LEI Nº 9.605/98 (FATOS DESCRITOS NA DENÚNCIA COMO SUB-ITEM """"C"""", DO ITEM 10 E ITEM 11) – NÃO ACOLHIMENTO – INSUFICIÊNCIA PROBATÓRIA – AGRAVANTE PREVISTA NO ART. 15, INCISO, II, ALÍNEA """"O"""", DA LEI Nº 9.605/98 – NÃO CONFIGURADA – AGRAVANTE DESCRITA NO ART. 15, ALÍNEAS """"N"""" E """"O"""", DA LEI Nº 9.605/98 – INCIDÊNCIA – RECURSO MINISTERIAL PROVIDO EM PARTE – PRELIMINAR DEFENSIVA DE PRESCRIÇÃO DA PRETENSÃO PUNITIVA ESTATAL – ACOLHIDA – MÉRITO DEFENSIVO E DEMAIS PEDIDOS ALTERNATIVOS MINISTERIAIS PREJUDICADOS. I - Considerando que as condutas descritas na denúncia e imputadas aos acusados (item 1), constituem as elementares do tipo descrito no art. 60, da Lei nº 9.605/98, afasta-se a aplicação do art. 68, caput, da mesma lei, impondo-se, assim, a manutenção da sentença que desclassificou a conduta e via de consequência declarou a extinção da punibilidade dos réus pela prescrição. II - O contexto fático-probatório reunido ao final da instrução processual não afasta a dúvida razoável sobre as circunstâncias e dinâmica dos acontecimentos, acerca dos fatos descritos na denúncia como sub-item """"c"""", do item 10 e item 11, em relação ao crime tipificado no art. 68, caput, da Lei nº 9.605/98, tornando imperativa a manutenção da absolvição dos acusados em primazia ao in dubio pro reo. III - Se delito de poluição (art. 54, § 2º, V , da Lei nº 9.605/98) não foi praticado mediante abuso do direito de licença, permissão ou autorização ambiental, incabível a incidência da agravante prevista no art. 15, inciso, II alínea 'o', da Lei nº 9.605/98. IV - Correção de erro material na dosimetria da pena, quanto ao delito previsto no art. 68, caput, da Lei nº 9.605/98, vez que tal tipo penal prevê uma pena de um a três anos de detenção, e não um mês, como fixado na sentença. V - Demonstrada nos autos a fraude para a prática criminosa, imperativo o reconhecimento da circunstância agravante prevista no art. 15, alínea """"n"""", da Lei nº 9.605/98. VI - Os pedidos alternativos do Parquet, pugnando pela reforma do concurso de infrações, seja material ou continuidade delitiva, restam prejudicados, pois, sabidamente, a prescrição opera-se sobre a pena fixada isoladamente para cada conduta ilícita, excluído o acréscimo pelo concurso material de crimes e da continuidade delitiva, como ocorreu no caso dos autos. Aplica-se o disposto no art. 119, do CP, e o enunciado da Súmula 497, do STF: """"Quando se tratar de crime continuado, a prescrição regula-se pela pena imposta na sentença, não se computando o acréscimo decorrente da continuação."""" VII - As pretensões de fixação de indenização por dano moral ou reforma da pena substitutiva, em decorrência da manutenção do ponto da sentença absolutória e da prescrição da pretensão punitiva estatal, restam prejudicados, eis que a imposição de valor mínimo reparatório somente é possível em casos de sentença condenatória (ex vi do art. 387, inc. IV, do Código de Processo Penal). Cumpre salientar, ainda, que a prescrição faz desaparecer os efeitos penais e extrapenais da condenação, ressalvada à vítima buscar a indenização perante o juízo cível, se assim entender necessário. Em parte com o parecer: A) dou parcial provimento ao apelo ministerial, para o fim de reconhecer a incidência da agravante prevista no art. 15, alínea """"n"""", da Lei nº 9.605/98";" B) acolho a preliminar defensiva para declarar a extinção da punibilidade pela prescrição da pretensão punitiva, aos réus, em relação aos crimes previstos nos artigos 54, § 2º, V, e 68, ambos da Lei nº 9.605/98, com fundamento no art. 107, IV, c/c os art. 109, VI, e 119, do Código Penal, e por conseguinte, afasta-se a indenização fixada na sentença. Fica prejudicado o mérito.""";;;;;;;;;;;;;;;;;;;;;
1401944-13.2021.8.12.0000,Agravo de Instrumento / Indenização por Dano Ambiental,Des. Nélio Stábile,Itaporã,2ª Câmara Cível,2021-07-07,2021-07-09,Ementa: AGRAVO DE INSTRUMENTO EM AÇÃO CIVIL PÚBLICA. LIMINAR QUE DETERMINA A APRESENTAÇÃO DE PLANO DE RECUPERAÇÃO DE ÁREA DEGRADADA E A ABSTENÇÃO DE SUPRESSÃO DE VEGETAÇÃO EM ÁREA DE MATA ATLÂNTICA – MANTIDA. EVIDÊNCIA DE DANO AMBIENTAL – DESMATAMENTO IRREGULAR. APLICAÇÃO DO PRINCÍPIO DA PRECAUÇÃO. SUCESSÃO EMPRESARIAL – NECESSIDADE DE PRÉVIA APRECIAÇÃO NA ORIGEM. RECURSO DESPROVIDO.;;;;;;;;;;;;;;;;;;;;;;
"0832617-45.2015.8.12.0001,Apelação / Remessa Necessária / Dano Ambiental,Des. João Maria Lós,Campo Grande,1ª Câmara Cível,2021-07-05,2021-07-07,""Ementa: E M E N T A – APELAÇÕES CÍVEIS E REMESSA NECESSÁRIA – AÇÃO CIVIL PÚBLICA – DANO AMBIENTAL CONFIGURADO – RESPONSABILIDADE OBJETIVA – INTERESSE PROCESSUAL EVIDENCIADO – DEVER DOS PROPRIETÁRIOS EM COMPLEMENTAREM O PRAD E O EXECUTAREM – ADEQUAÇÃO CONFORME ÓRGÃO AMBIENTAL – CULPA CONCORRENTE DO MUNICÍPIO – DEVER DE ADOTAR MEDIDAS QUE EVITEM NOVOS DANOS – SENTENÇA MANTIDA EM PARTE – PREQUESTIONAMENTO – RECURSO DO MINISTÉRIO PÚBLICO E REMESSA NECESSÁRIA PROVIDO – RECURSO DO MUNICÍPIO DE CAMPO GRANDE IMPROVIDO. A responsabilidade objetiva em sede de dano ambiental, expressamente prevista no ordenamento jurídico pátrio (artigo 225, § 3º, da Constituição da República e artigo 14, § 1º, da Lei nº 6.938/81), é incontroversa. Por corolário, impõe-se a sanção por dano ao meio ambiente quando demonstrados este, a conduta e o nexo de causalidade que os relaciona, independentemente de se aferir dolo ou culpa.""";;;;;;;;;;;;;;;;;;;;;;
"1413537-10.2019.8.12.0000,Habeas Corpus Criminal / Crimes Militares,Des. Ruy Celso Barbosa Florence,Campo Grande,2ª Câmara Criminal,2021-06-30,2021-07-06,""Ementa: HABEAS CORPUS – CONCUSSÃO (ART. 305 DO CÓDIGO PENAL MILITAR) – ALEGADO CONSTRANGIMENTO ILEGAL – ILEGALIDADE NA DOSIMETRIA DA PENA E NO ESTABELECIMENTO DE REGIME INICIAL SEMIABERTO - WRIT RECEBIDO COMO REVISÃO CRIMINAL – PRETENSÃO DE REVERSÃO DE JULGAMENTO ESTABILIZADO – REVISÃO CRIMINAL NÃO CONHECIDA – ART. 621 DO CPP – HABEAS CORPUS IMPETRADO AO STJ – NÃO CONHECIMENTO – SUPRESSÃO DE INSTÂNCIA – CONCESSÃO DA ORDEM DE OFÍCIO PARA DETERMINAR O JULGAMENTO DO MÉRITO – NEGATIVA DE PRESTAÇÃO JURISDICIONAL – CORTE ESTADUAL QUE NÃO SE PRONUNCIOU ACERCA DO CAPÍTULO DA DOSIMETRIA DA PENA NA APELAÇÃO CRIMINAL – PENA-BASE REDUZIDA NO MÍNIMO LEGAL – RECONHECIMENTO DA ATENUANTE PREVISTA NO ART. 72, II, DO CPM RECONHECIDA – SÚMULA 231 DO STJ - FIXAÇÃO DE REGIME INICIAL ABERTO E SUSPENSÃO CONDICIONAL DA PENA – ORDEM CONCEDIDA. O acórdão impugnado perante o Superior Tribunal de Justiça não se pronunciou detidamente sobre as teses defensivas que lhes foram devolvidas no habeas corpus recebido como revisão criminal, assim como a Corte estadual não decidiu sobre as matérias em sede de apelação criminal defensiva, razão pela qual o writ não foi conhecido em razão da supressão de instância, todavia, diante do não pronunciamento acerca do capítulo da dosimetria da pena na apelação criminal, a ordem foi concedida de ofício para que a Corte de origem aferisse a existência de ilegalidade flagrante acerca do tema. A culpabilidade deve mesmo ser neutralizada diante da menor intensidade do dolo na prática da conduta imputada, na medida em que a intimidação se deu em razão do cargo que o executor ocupava (policial militar). Além do mais, o fato de o paciente estar na ocasião dos fatos, lotado na Polícia Militar Ambiental e, por esta razão, """"exigir-se do mesmo a coibição de prática de crimes ambientais"""", constitui elemento próprio do tipo penal, caso contrário ele não teria sido condenado pelo crime previsto no art. 305 do Código Penal Militar, que se configura mediante a conduta do agente (militar ou assemelhado, nos termos do artigo 21 do CPM) que exige, direta ou indiretamente, na função, ou antes de assumi-la, mas em razão dela, vantagem indevida. As consequências do crime, relativo ao dano ambiental, também não pode ser considerado em desfavor do paciente, já que não guardam relação direta com a sua conduta, pois além de ter ocorrido em momento anterior, não foi por ele praticado. Demonstrados nos autos a prática de atos extraordinários ou heroicos na vida castrense do paciente, deve ser reconhecida a atenuante prevista no art. 72, II, do Código Penal Militar, porém, considerando que a pena-base foi fixada no mínimo legal, a mesma deixou de ser aplicada, nos termos do art. 231 do Superior Tribunal de Justiça. Nos termos do art. 33, § 2.º, c, do Código Penal, deve ser fixado o regime aberto para o início do cumprimento da reprimenda. Presentes os requisitos para a suspensão condicional da pena, nos termos do artigo 84 do Código Penal Militar.""";;;;;;;;;;;;;;;;;;;;;;
